codigo_uc;municipio;uf
0000.31.0394;DIONÍSIO;MG
0000.31.0394;MARLIÉRIA;MG
0000.31.0394;TIMÓTEO;MG
0000.31.0395;LAMBARI;MG
0000.31.0397;MATIAS CARDOSO;MG
0000.31.0398;BELO HORIZONTE;MG
0000.31.0398;BRUMADINHO;MG
0000.31.0398;IBIRITÉ;MG
0000.31.0398;NOVA LIMA;MG
0000.31.0399;OURO PRETO;MG
0000.31.0400;BARÃO DE COCAIS;MG
0000.31.0400;BELO HORIZONTE;MG
0000.31.0400;BRUMADINHO;MG
0000.31.0400;CAETÉ;MG
0000.31.0400;CATAS ALTAS;MG
0000.31.0400;IBIRITÉ;MG
0000.31.0400;ITABIRITO;MG
0000.31.0400;MÁRIO CAMPOS;MG
0000.31.0400;NOVA LIMA;MG
0000.31.0400;RAPOSOS;MG
0000.31.0400;RIO ACIMA;MG
0000.31.0400;SANTA BÁRBARA;MG
0000.31.0400;SARZEDO;MG
0000.31.0401;BONITO DE MINAS;MG
0000.31.0401;CÔNEGO MARINHO;MG
0000.31.0401;JANUÁRIA;MG
0000.31.0402;BRAZÓPOLIS;MG
0000.31.0402;CAMANDUCAIA;MG
0000.31.0402;EXTREMA;MG
0000.31.0402;GONÇALVES;MG
0000.31.0402;ITAPEVA;MG
0000.31.0402;PARAISÓPOLIS;MG
0000.31.0402;SAPUCAÍ-MIRIM;MG
0000.31.0402;TOLEDO;MG
0000.31.0403;CONSELHEIRO PENA;MG
0000.31.0403;ITUETA;MG
0000.31.0403;RESPLENDOR;MG
0000.31.0403;SANTA RITA DO ITUETO;MG
0000.31.0404;SANTO ANTÔNIO DO ITAMBÉ;MG
0000.31.0404;SERRA AZUL DE MINAS;MG
0000.31.0404;SERRO;MG
0000.31.0405;COUTO DE MAGALHÃES DE MINAS;MG
0000.31.0405;DIAMANTINA;MG
0000.31.0405;FELÍCIO DOS SANTOS;MG
0000.31.0405;RIO VERMELHO;MG
0000.31.0405;SANTO ANTÔNIO DO ITAMBÉ;MG
0000.31.0405;SERRA AZUL DE MINAS;MG
0000.31.0405;SERRO;MG
0000.31.0406;AIURUOCA;MG
0000.31.0406;ALAGOA;MG
0000.31.0406;BAEPENDI;MG
0000.31.0406;ITAMONTE;MG
0000.31.0406;POUSO ALTO;MG
0000.31.0407;MATIAS CARDOSO;MG
0000.31.0408;ITACARAMBI;MG
0000.31.0408;JAÍBA;MG
0000.31.0408;PEDRAS DE MARIA DA CRUZ;MG
0000.31.0409;AÇUCENA;MG
0000.31.0410;GUANHÃES;MG
0000.31.0413;MARIANA;MG
0000.31.0413;OURO PRETO;MG
0000.31.0415;MATIAS CARDOSO;MG
0000.31.0416;CHAPADA GAÚCHA;MG
0000.31.0416;URUCUIA;MG
0000.31.0417;ARINOS;MG
0000.31.0888;PASSO FUNDO;RS
0000.31.0888;PORTEIRINHA;MG
0000.31.0888;RIACHO DOS MACHADOS;MG
0000.31.0888;RIO PARDO DE MINAS;MG
0000.31.0888;SERRANÓPOLIS DE MINAS;MG
0000.31.0889;CAMPOS ALTOS;MG
0000.31.0890;BUENÓPOLIS;MG
0000.31.0890;JOAQUIM FELÍCIO;MG
0000.31.0892;JANUÁRIA;MG
0000.31.0894;BONITO DE MINAS;MG
0000.31.0894;CÔNEGO MARINHO;MG
0000.31.0894;JANUÁRIA;MG
0000.31.0895;BELO HORIZONTE;MG
0000.31.0896;OURO PRETO;MG
0000.31.0897;CORDISBURGO;MG
0000.31.0936;BELO HORIZONTE;MG
0000.31.0937;CORONEL XAVIER CHAVES;MG
0000.31.0937;PRADOS;MG
0000.31.0937;SANTA CRUZ DE MINAS;MG
0000.31.0937;SÃO JOÃO DEL REI;MG
0000.31.0937;TIRADENTES;MG
0000.31.0938;MONTES CLAROS;MG
0000.31.1756;LEME DO PRADO;MG
0000.31.1756;TURMALINA;MG
0000.31.1762;CONCEIÇÃO DO MATO DENTRO;MG
0000.31.1770;ARAGUARI;MG
0000.31.1770;UBERLÂNDIA;MG
0000.31.1771;ALFENAS;MG
0000.31.1771;CAMPESTRE;MG
0000.31.1771;CARVALHÓPOLIS;MG
0000.31.1771;CONGONHAL;MG
0000.31.1771;ESPÍRITO SANTO DO DOURADO;MG
0000.31.1771;FAMA;MG
0000.31.1771;IPUIÚNA;MG
0000.31.1771;MACHADO;MG
0000.31.1771;PARAGUAÇU;MG
0000.31.1771;POÇO FUNDO;MG
0000.31.1771;SÃO JOÃO DA MATA;MG
0000.31.1772;UBERABA;MG
0000.31.1773;SALTO DA DIVISA;MG
0000.31.1773;SANTA MARIA DO SALTO;MG
0000.31.1774;SANTA MARIA DO SALTO;MG
0000.31.1775;MONTEZUMA;MG
0000.31.1776;ESPINOSA;MG
0000.31.1776;GAMELEIRAS;MG
0000.31.1776;MAMONAS;MG
0000.31.1776;MONTE AZUL;MG
0000.31.1780;BOA ESPERANÇA;MG
0000.31.1781;BELO HORIZONTE;MG
0000.31.2328;ITABIRA;MG
0000.31.2329;PARACATU;MG
0000.31.2369;CHAPADA GAÚCHA;MG
0000.31.2370;DESCOBERTO;MG
0000.31.2371;SANTANA DO RIACHO;MG
0000.31.2374;BOCAINA DE MINAS;MG
0000.31.2375;LADAINHA;MG
0000.31.2377;SANTA VITÓRIA;MG
0000.31.2378;BOCAINA DE MINAS;MG
0000.31.2379;AIURUOCA;MG
0000.31.2380;AIURUOCA;MG
0000.31.2382;UBERLÂNDIA;MG
0000.31.2383;AIURUOCA;MG
0000.31.2385;CAMBUÍ;MG
0000.31.2387;AIURUOCA;MG
0000.31.2388;BAEPENDI;MG
0000.31.2390;CARMO DE MINAS;MG
0000.31.2391;CRISÓLITA;MG
0000.31.2393;AIURUOCA;MG
0000.31.2394;AIURUOCA;MG
0000.31.2399;ESPERA FELIZ;MG
0000.31.2402;ARAXÁ;MG
0000.31.2440;AIURUOCA;MG
0000.31.2443;SÃO THOMÉ DAS LETRAS;MG
0000.31.2514;AIURUOCA;MG
0000.31.2529;SÃO THOMÉ DAS LETRAS;MG
0000.31.2591;MATOZINHOS;MG
0000.31.2592;MATOZINHOS;MG
0000.31.2593;PEDRO LEOPOLDO;MG
0000.31.2594;MATOZINHOS;MG
0000.31.2610;ITABIRITO;MG
0000.31.2610;MOEDA;MG
0000.31.2611;ITABIRITO;MG
0000.31.2612;CARAÍ;MG
0000.31.2612;CATUJI;MG
0000.31.2612;ITAIPÉ;MG
0000.31.2612;LADAINHA;MG
0000.31.2612;MALACACHETA;MG
0000.31.2612;NOVO CRUZEIRO;MG
0000.31.2612;POTÉ;MG
0000.31.2612;TEÓFILO OTONI;MG
0000.31.2613;SÃO JOSÉ DA LAPA;MG
0000.31.2619;OURO BRANCO;MG
0000.31.2619;OURO PRETO;MG
0000.31.2620;CAMPINA VERDE;MG
0000.31.2620;GURINHATÃ;MG
0000.31.2620;IPIAÇU;MG
0000.31.2620;ITUIUTABA;MG
0000.31.2620;PRATA;MG
0000.31.2621;OURO BRANCO;MG
0000.31.2621;OURO PRETO;MG
0000.31.2622;MATOZINHOS;MG
0000.31.2623;JECEABA;MG
0000.31.2624;SERRO;MG
0000.31.2625;LAGOA SANTA;MG
0000.31.3039;GOVERNADOR VALADARES;MG
0000.31.3041;PEDRO LEOPOLDO;MG
0000.31.3041;SÃO JOSÉ DA LAPA;MG
0000.31.3406;CAETÉ;MG
0000.31.3406;SABARÁ;MG
0000.31.3808;LIMA DUARTE;MG
0000.31.3808;OLARIA;MG
0000.31.3808;RIO PRETO;MG
0000.31.3808;SANTA BÁRBARA DO MONTE VERDE;MG
0000.31.3817;CAETÉ;MG
0000.31.3817;SABARÁ;MG
0000.31.3866;BOCAIÚVA;MG
0000.31.3866;BOTUMIRIM;MG
0000.31.3873;BETIM;MG
0000.31.3873;CONTAGEM;MG
0000.31.3877;CONSELHEIRO PENA;MG
0000.31.3886;SABARÁ;MG
0000.31.3893;LEOPOLDINA;MG
0000.31.3894;ITAVERAVA;MG
0000.31.3895;PASSOS;MG
0000.31.3896;BOCAINA DE MINAS;MG
0000.31.3897;GUARACIABA;MG
0000.31.3898;PEDRO LEOPOLDO;MG
0000.31.3899;ESTIVA;MG
0000.31.3916;SANTO ANTÔNIO DO GRAMA;MG
0000.31.3918;MONTE ALEGRE DE MINAS;MG
0000.31.3919;DELFIM MOREIRA;MG
0000.31.3929;CLÁUDIO;MG
0000.31.3930;PRUDENTE DE MORAIS;MG
0000.31.3931;UBERABA;MG
0000.31.3932;BUENO BRANDÃO;MG
0000.31.3933;SANTA BÁRBARA;MG
0000.31.3993;SANTANA DE CATAGUASES;MG
0000.31.3994;VIÇOSA;MG
0000.31.3995;POTÉ;MG
0000.31.3996;DOM BOSCO;MG
0000.31.4017;SÃO THOMÉ DAS LETRAS;MG
0000.31.4377;SERRO;MG
0000.31.4383;ITABIRA;MG
0000.31.4392;UBERABA;MG
0000.31.4393;SÃO JOÃO NEPOMUCENO;MG
0000.31.4394;LIMA DUARTE;MG
0000.31.4395;LUISBURGO;MG
0000.31.4396;CARRANCAS;MG
0000.31.4399;SÃO THOMÉ DAS LETRAS;MG
0000.31.4415;JUIZ DE FORA;MG
0000.31.4683;SÃO GONÇALO DO RIO PRETO;MG
0000.31.4696;LAGOA SANTA;MG
0000.31.4696;SANTA LUZIA;MG
0000.31.4700;PERDÕES;MG
0000.31.4701;PIRACEMA;MG
0000.31.4703;DORES DE GUANHÃES;MG
0000.31.4705;MARIANA;MG
0000.31.4711;CAMANDUCAIA;MG
0000.31.4712;PEDRA DO ANTA;MG
0000.31.4716;DORES DE GUANHÃES;MG
0000.31.4718;PIRAPORA;MG
0000.31.4719;SERRO;MG
0000.31.4720;MARIANA;MG
0000.31.4721;JEQUITINHONHA;MG
0000.31.4722;CAETÉ;MG
0000.31.4723;CAETÉ;MG
0000.31.4724;RIO NOVO;MG
0000.31.4725;SÃO JOÃO DEL REI;MG
0000.31.4727;JACUTINGA;MG
0000.31.4730;PARÁ DE MINAS;MG
0000.31.4733;PRADOS;MG
0000.31.4735;PRADOS;MG
0000.31.4745;UBERLÂNDIA;MG
0000.31.4746;SÃO JOÃO NEPOMUCENO;MG
0000.31.4747;ITACAMBIRA;MG
0000.31.4748;OURO PRETO;MG
0000.31.4765;BOM SUCESSO;MG
0000.31.4773;JANUÁRIA;MG
0000.31.4774;SANTA BÁRBARA DO MONTE VERDE;MG
0000.31.4775;JEQUITIBÁ;MG
0000.31.4792;ITANHANDU;MG
0000.31.4798;ITANHANDU;MG
0000.31.4916;CARRANCAS;MG
0000.31.4917;CONCEIÇÃO DO MATO DENTRO;MG
0000.31.4918;SERRO;MG
0000.31.4919;PASSA VINTE;MG
0000.31.4920;PONTO CHIQUE;MG
0000.31.4921;RAPOSOS;MG
0000.31.4951;NOVA LIMA;MG
0000.31.4952;SANTA LUZIA;MG
0000.31.4959;UNAÍ;MG
0000.31.4983;LASSANCE;MG
0000.32.0331;CONCEIÇÃO DA BARRA;ES
0000.32.0332;GUARAPARI;ES
0000.32.0333;ITAPEMIRIM;ES
0000.32.0333;PIÚMA;ES
0000.32.0334;FUNDÃO;ES
0000.32.0334;SANTA TERESA;ES
0000.32.0335;SERRA;ES
0000.32.0336;CONCEIÇÃO DA BARRA;ES
0000.32.0337;NOVA VENÉCIA;ES
0000.32.0338;GUARAPARI;ES
0000.32.0338;VILA VELHA;ES
0000.32.1012;IBIRAÇU;ES
0000.32.1533;CACHOEIRO DE ITAPEMIRIM;ES
0000.32.1533;ITAPEMIRIM;ES
0000.32.1533;VARGEM ALTA;ES
0000.32.1534;CASTELO;ES
0000.32.1667;CARIACICA;ES
0000.32.1667;SANTA LEOPOLDINA;ES
0000.32.1667;VIANA;ES
0000.32.1673;DOMINGOS MARTINS;ES
0000.32.1831;ALEGRE;ES
0000.32.1831;IBITIRAMA;ES
0000.32.1832;GUARAPARI;ES
0000.32.1833;CASTELO;ES
0000.32.2319;ATÍLIO VIVACQUA;ES
0000.32.2319;MIMOSO DO SUL;ES
0000.32.2319;MUQUI;ES
0000.32.2344;IÚNA;ES
0000.32.2345;LINHARES;ES
0000.32.2346;LINHARES;ES
0000.32.2347;ARACRUZ;ES
0000.32.2348;ALFREDO CHAVES;ES
0000.32.2350;AFONSO CLÁUDIO;ES
0000.32.2351;AFONSO CLÁUDIO;ES
0000.32.2352;SANTA LEOPOLDINA;ES
0000.32.2353;PIÚMA;ES
0000.32.2354;IÚNA;ES
0000.32.2355;PRESIDENTE KENNEDY;ES
0000.32.2357;AFONSO CLÁUDIO;ES
0000.32.2358;SANTA TERESA;ES
0000.32.2360;SANTA TERESA;ES
0000.32.2361;AFONSO CLÁUDIO;ES
0000.32.2362;MUNIZ FREIRE;ES
0000.32.2363;AFONSO CLÁUDIO;ES
0000.32.2365;SANTA MARIA DE JETIBÁ;ES
0000.32.2366;SANTA LEOPOLDINA;ES
0000.32.2367;IÚNA;ES
0000.32.2577;SANTA TERESA;ES
0000.32.2579;IBITIRAMA;ES
0000.32.2914;AFONSO CLÁUDIO;ES
0000.32.2916;AFONSO CLÁUDIO;ES
0000.32.2917;SANTA LEOPOLDINA;ES
0000.32.2918;MARECHAL FLORIANO;ES
0000.32.2934;SANTA TERESA;ES
0000.32.2997;SANTA MARIA DE JETIBÁ;ES
0000.32.3237;DOMINGOS MARTINS;ES
0000.32.3237;MARECHAL FLORIANO;ES
0000.32.3260;DOMINGOS MARTINS;ES
0000.32.3261;SANTA TERESA;ES
0000.32.3262;SANTA TERESA;ES
0000.32.3263;SANTA TERESA;ES
0000.32.3451;DOMINGOS MARTINS;ES
0000.32.3452;GUAÇUÍ;ES
0000.32.3453;SANTA LEOPOLDINA;ES
0000.32.3454;AFONSO CLÁUDIO;ES
0000.32.3455;AFONSO CLÁUDIO;ES
0000.32.3456;AFONSO CLÁUDIO;ES
0000.32.3457;ALFREDO CHAVES;ES
0000.32.3522;MARECHAL FLORIANO;ES
0000.32.3523;VARGEM ALTA;ES
0000.32.3591;ITAGUAÇU;ES
0000.32.3610;VARGEM ALTA;ES
0000.33.0723;ANGRA DOS REIS;RJ
0000.33.0724;ARMAÇÃO DOS BÚZIOS;RJ
0000.33.0724;CABO FRIO;RJ
0000.33.0726;MANGARATIBA;RJ
0000.33.0727;IGUABA GRANDE;RJ
0000.33.0727;SÃO PEDRO DA ALDEIA;RJ
0000.33.0728;ANGRA DOS REIS;RJ
0000.33.0729;MARICÁ;RJ
0000.33.0731;ANGRA DOS REIS;RJ
0000.33.0735;MESQUITA;RJ
0000.33.0735;NILÓPOLIS;RJ
0000.33.0735;NOVA IGUAÇU;RJ
0000.33.0735;RIO DE JANEIRO;RJ
0000.33.0736;TERESÓPOLIS;RJ
0000.33.0737;CACHOEIRAS DE MACACU;RJ
0000.33.0737;GUAPIMIRIM;RJ
0000.33.0737;ITABORAÍ;RJ
0000.33.0738;NOVA FRIBURGO;RJ
0000.33.1476;MARICÁ;RJ
0000.33.1476;NITERÓI;RJ
0000.33.1477;ANGRA DOS REIS;RJ
0000.33.1478;RIO DE JANEIRO;RJ
0000.33.1479;CAMPOS DOS GOYTACAZES;RJ
0000.33.1479;SANTA MARIA MADALENA;RJ
0000.33.1479;SÃO FIDÉLIS;RJ
0000.33.1480;BARRA DO PIRAÍ;RJ
0000.33.1480;VALENÇA;RJ
0000.33.1481;SÃO FRANCISCO DE ITABAPOANA;RJ
0000.33.1482;RIO DE JANEIRO;RJ
0000.33.1483;MIGUEL PEREIRA;RJ
0000.33.1483;PETRÓPOLIS;RJ
0000.33.1485;CACHOEIRAS DE MACACU;RJ
0000.33.1485;GUAPIMIRIM;RJ
0000.33.1485;NOVA FRIBURGO;RJ
0000.33.1485;SILVA JARDIM;RJ
0000.33.1485;TERESÓPOLIS;RJ
0000.33.1512;ENGENHEIRO PAULO DE FRONTIN;RJ
0000.33.1512;ITAGUAÍ;RJ
0000.33.1512;JAPERI;RJ
0000.33.1512;MIGUEL PEREIRA;RJ
0000.33.1512;NOVA IGUAÇU;RJ
0000.33.1512;PARACAMBI;RJ
0000.33.1512;PIRAÍ;RJ
0000.33.1512;QUEIMADOS;RJ
0000.33.1512;RIO CLARO;RJ
0000.33.1512;SEROPÉDICA;RJ
0000.33.1512;VASSOURAS;RJ
0000.33.1514;ARARUAMA;RJ
0000.33.1514;ARRAIAL DO CABO;RJ
0000.33.1514;SAQUAREMA;RJ
0000.33.1620;ANGRA DOS REIS;RJ
0000.33.1620;ITAGUAÍ;RJ
0000.33.1620;MANGARATIBA;RJ
0000.33.1620;RIO CLARO;RJ
0000.33.1837;RIO DE JANEIRO;RJ
0000.33.2263;SILVA JARDIM;RJ
0000.33.2264;SILVA JARDIM;RJ
0000.33.2265;SILVA JARDIM;RJ
0000.33.2266;SILVA JARDIM;RJ
0000.33.2267;MAGÉ;RJ
0000.33.2268;NOVA FRIBURGO;RJ
0000.33.2269;NOVA FRIBURGO;RJ
0000.33.2270;SILVA JARDIM;RJ
0000.33.2271;NOVA FRIBURGO;RJ
0000.33.2272;NOVA FRIBURGO;RJ
0000.33.2273;PIRAÍ;RJ
0000.33.2274;SAQUAREMA;RJ
0000.33.2275;SEROPÉDICA;RJ
0000.33.2276;SANTA MARIA MADALENA;RJ
0000.33.2277;TRAJANO DE MORAES;RJ
0000.33.2278;SILVA JARDIM;RJ
0000.33.2279;MIGUEL PEREIRA;RJ
0000.33.2280;CONCEIÇÃO DE MACABU;RJ
0000.33.2281;MIGUEL PEREIRA;RJ
0000.33.2282;SILVA JARDIM;RJ
0000.33.2283;SÃO FIDÉLIS;RJ
0000.33.2284;SILVA JARDIM;RJ
0000.33.2285;VARRE-SAI;RJ
0000.33.2286;VARRE-SAI;RJ
0000.33.2287;VARRE-SAI;RJ
0000.33.2288;NOVA FRIBURGO;RJ
0000.33.2289;ENGENHEIRO PAULO DE FRONTIN;RJ
0000.33.2290;VARRE-SAI;RJ
0000.33.2291;VARRE-SAI;RJ
0000.33.2292;VARRE-SAI;RJ
0000.33.2293;CASIMIRO DE ABREU;RJ
0000.33.2294;RESENDE;RJ
0000.33.2295;RIO CLARO;RJ
0000.33.2296;NOVA FRIBURGO;RJ
0000.33.2297;SANTO ANTÔNIO DE PÁDUA;RJ
0000.33.2298;RESENDE;RJ
0000.33.2299;NOVA FRIBURGO;RJ
0000.33.2300;NOVA FRIBURGO;RJ
0000.33.2301;TERESÓPOLIS;RJ
0000.33.2302;NOVA FRIBURGO;RJ
0000.33.2303;TERESÓPOLIS;RJ
0000.33.2304;PARACAMBI;RJ
0000.33.2305;RESENDE;RJ
0000.33.2306;SILVA JARDIM;RJ
0000.33.2307;MIGUEL PEREIRA;RJ
0000.33.2341;NOVA FRIBURGO;RJ
0000.33.2342;NOVA FRIBURGO;RJ
0000.33.2584;MIGUEL PEREIRA;RJ
0000.33.2639;RIO CLARO;RJ
0000.33.2640;RESENDE;RJ
0000.33.2641;MACAÉ;RJ
0000.33.2717;SÃO JOÃO DA BARRA;RJ
0000.33.2721;CAMPOS DOS GOYTACAZES;RJ
0000.33.2721;SÃO JOÃO DA BARRA;RJ
0000.33.2722;ITATIAIA;RJ
0000.33.2722;RESENDE;RJ
0000.33.2725;RESENDE;RJ
0000.33.2732;ARARUAMA;RJ
0000.33.2732;ARMAÇÃO DOS BÚZIOS;RJ
0000.33.2732;ARRAIAL DO CABO;RJ
0000.33.2732;CABO FRIO;RJ
0000.33.2732;SÃO PEDRO DA ALDEIA;RJ
0000.33.2732;SAQUAREMA;RJ
0000.33.2733;SÃO JOSÉ DO VALE DO RIO PRETO;RJ
0000.33.2777;VARRE-SAI;RJ
0000.33.2805;BELFORD ROXO;RJ
0000.33.2805;DUQUE DE CAXIAS;RJ
0000.33.2805;NOVA IGUAÇU;RJ
0000.33.2891;SANTA MARIA MADALENA;RJ
0000.33.2892;NOVA FRIBURGO;RJ
0000.33.2893;VARRE-SAI;RJ
0000.33.2894;PARACAMBI;RJ
0000.33.2898;ENGENHEIRO PAULO DE FRONTIN;RJ
0000.33.2899;CACHOEIRAS DE MACACU;RJ
0000.33.2900;SILVA JARDIM;RJ
0000.33.2904;MESQUITA;RJ
0000.33.2904;NOVA IGUAÇU;RJ
0000.33.2904;RIO DE JANEIRO;RJ
0000.33.2949;NOVA FRIBURGO;RJ
0000.33.2950;PETRÓPOLIS;RJ
0000.33.2951;DUAS BARRAS;RJ
0000.33.2981;NITERÓI;RJ
0000.33.2998;TERESÓPOLIS;RJ
0000.33.2999;ENGENHEIRO PAULO DE FRONTIN;RJ
0000.33.3054;CACHOEIRAS DE MACACU;RJ
0000.33.3056;TERESÓPOLIS;RJ
0000.33.3057;TERESÓPOLIS;RJ
0000.33.3058;RIO DE JANEIRO;RJ
0000.33.3149;SANTA MARIA MADALENA;RJ
0000.33.3259;VASSOURAS;RJ
0000.33.3437;ENGENHEIRO PAULO DE FRONTIN;RJ
0000.33.3438;PETRÓPOLIS;RJ
0000.33.3439;PORCIÚNCULA;RJ
0000.33.3444;PETRÓPOLIS;RJ
0000.33.3445;MARICÁ;RJ
0000.33.3517;MACAÉ;RJ
0000.33.3518;NOVA FRIBURGO;RJ
0000.33.3535;MACAÉ;RJ
0000.33.3547;BARRA DO PIRAÍ;RJ
0000.33.3547;BARRA MANSA;RJ
0000.33.3547;VALENÇA;RJ
0000.33.3548;VALENÇA;RJ
0000.33.3549;BARRA DO PIRAÍ;RJ
0000.33.3549;BARRA MANSA;RJ
0000.33.3549;ITATIAIA;RJ
0000.33.3549;PARAÍBA DO SUL;RJ
0000.33.3549;PINHEIRAL;RJ
0000.33.3549;PORTO REAL;RJ
0000.33.3549;QUATIS;RJ
0000.33.3549;RESENDE;RJ
0000.33.3549;RIO DAS FLORES;RJ
0000.33.3549;TRÊS RIOS;RJ
0000.33.3549;VALENÇA;RJ
0000.33.3549;VASSOURAS;RJ
0000.33.3549;VOLTA REDONDA;RJ
0000.33.3550;RESENDE;RJ
0000.33.3583;PETRÓPOLIS;RJ
0000.33.3598;CACHOEIRAS DE MACACU;RJ
0000.33.3641;NOVA FRIBURGO;RJ
0000.33.3831;TRAJANO DE MORAES;RJ
0000.33.3902;CONCEIÇÃO DE MACABU;RJ
0000.33.3903;ANGRA DOS REIS;RJ
0000.33.3906;TERESÓPOLIS;RJ
0000.33.3908;TERESÓPOLIS;RJ
0000.33.3909;MIRACEMA;RJ
0000.33.3971;DUQUE DE CAXIAS;RJ
0000.33.3971;MAGÉ;RJ
0000.33.3971;PETRÓPOLIS;RJ
0000.33.4027;BARRA DO PIRAÍ;RJ
0000.33.4060;SANTA MARIA MADALENA;RJ
0000.33.4093;MANGARATIBA;RJ
0000.33.4095;MIRACEMA;RJ
0000.33.4096;SANTA MARIA MADALENA;RJ
0000.33.4097;NOVA FRIBURGO;RJ
0000.33.4098;NOVA FRIBURGO;RJ
0000.33.4144;SANTA MARIA MADALENA;RJ
0000.33.4145;SANTA MARIA MADALENA;RJ
0000.33.4214;VARRE-SAI;RJ
0000.33.4215;VARRE-SAI;RJ
0000.33.4540;BARRA DO PIRAÍ;RJ
0000.33.4541;CACHOEIRAS DE MACACU;RJ
0000.33.4542;CACHOEIRAS DE MACACU;RJ
0000.33.4542;TERESÓPOLIS;RJ
0000.33.4613;NOVA FRIBURGO;RJ
0000.33.4781;PETRÓPOLIS;RJ
0000.33.4965;BARRA DO PIRAÍ;RJ
0000.33.4965;BARRA MANSA;RJ
0000.33.4965;VALENÇA;RJ
0000.33.5055;VARRE-SAI;RJ
0000.35.0798;BERTIOGA;SP
0000.35.0798;BIRITIBA MIRIM;SP
0000.35.0798;CARAGUATATUBA;SP
0000.35.0798;CUBATÃO;SP
0000.35.0798;CUNHA;SP
0000.35.0798;ITANHAÉM;SP
0000.35.0798;JUQUITIBA;SP
0000.35.0798;MOGI DAS CRUZES;SP
0000.35.0798;MONGAGUÁ;SP
0000.35.0798;NATIVIDADE DA SERRA;SP
0000.35.0798;PARAIBUNA;SP
0000.35.0798;PEDRO DE TOLEDO;SP
0000.35.0798;PERUÍBE;SP
0000.35.0798;PRAIA GRANDE;SP
0000.35.0798;SALESÓPOLIS;SP
0000.35.0798;SANTO ANDRÉ;SP
0000.35.0798;SANTOS;SP
0000.35.0798;SÃO BERNARDO DO CAMPO;SP
0000.35.0798;SÃO LUIZ DO PARAITINGA;SP
0000.35.0798;SÃO PAULO;SP
0000.35.0798;SÃO SEBASTIÃO;SP
0000.35.0798;SÃO VICENTE;SP
0000.35.0798;UBATUBA;SP
0000.35.0800;CAMPOS DO JORDÃO;SP
0000.35.0801;IBIÚNA;SP
0000.35.0801;PIEDADE;SP
0000.35.0807;PAULO DE FARIA;SP
0000.35.0808;LUÍS ANTÔNIO;SP
0000.35.0810;CAPÃO BONITO;SP
0000.35.0810;SÃO MIGUEL ARCANJO;SP
0000.35.0810;SETE BARRAS;SP
0000.35.0812;RIBEIRÃO PRETO;SP
0000.35.0815;ITAPEVA;SP
0000.35.0816;TEODORO SAMPAIO;SP
0000.35.0817;IGUAPE;SP
0000.35.0818;BROTAS;SP
0000.35.0819;PIRACICABA;SP
0000.35.0820;BANANAL;SP
0000.35.0821;ITABERÁ;SP
0000.35.0823;PORTO FERREIRA;SP
0000.35.0825;PEDREGULHO;SP
0000.35.0826;APIAÍ;SP
0000.35.0826;IPORANGA;SP
0000.35.0831;CAIEIRAS;SP
0000.35.0831;FRANCO DA ROCHA;SP
0000.35.0833;PRAIA GRANDE;SP
0000.35.0833;SÃO VICENTE;SP
0000.35.0834;SANTOS;SP
0000.35.0836;CAMPOS DO JORDÃO;SP
0000.35.0841;CANANÉIA;SP
0000.35.0844;CAIEIRAS;SP
0000.35.0844;GUARULHOS;SP
0000.35.0844;MAIRIPORÃ;SP
0000.35.0844;SÃO PAULO;SP
0000.35.0845;CASTILHO;SP
0000.35.0845;GUARAÇAÍ;SP
0000.35.0845;JUNQUEIRÓPOLIS;SP
0000.35.0845;MONTE CASTELO;SP
0000.35.0845;NOVA INDEPENDÊNCIA;SP
0000.35.0845;SÃO JOÃO DO PAU D'ALHO;SP
0000.35.0852;RIO CLARO;SP
0000.35.0852;SANTA GERTRUDES;SP
0000.35.0853;SANTA RITA DO PASSA QUATRO;SP
0000.35.0854;PARIQUERA-AÇU;SP
0000.35.0855;ILHABELA;SP
0000.35.0856;UBATUBA;SP
0000.35.0857;ALVINLÂNDIA;SP
0000.35.0857;GÁLIA;SP
0000.35.0859;OSASCO;SP
0000.35.0859;SÃO PAULO;SP
0000.35.0862;IGUAPE;SP
0000.35.0862;ITARIRI;SP
0000.35.0862;MIRACATU;SP
0000.35.0862;PERUÍBE;SP
0000.35.0863;VALINHOS;SP
0000.35.0869;ÁGUAS DA PRATA;SP
0000.35.0870;DRACENA;SP
0000.35.0870;OURO VERDE;SP
0000.35.0870;PIQUEROBI;SP
0000.35.0870;PRESIDENTE VENCESLAU;SP
0000.35.0909;BAURU;SP
0000.35.0910;MOGI DAS CRUZES;SP
0000.35.0911;RIBEIRÃO GRANDE;SP
0000.35.0913;CAMPINAS;SP
0000.35.0913;VALINHOS;SP
0000.35.1672;ANHEMBI;SP
0000.35.1675;BARRA DO TURVO;SP
0000.35.1675;CAJATI;SP
0000.35.1675;ELDORADO;SP
0000.35.1675;IPORANGA;SP
0000.35.1676;RIBEIRÃO GRANDE;SP
0000.35.1677;IGUAPE;SP
0000.35.1677;PERUÍBE;SP
0000.35.1678;CANANÉIA;SP
0000.35.1678;JACUPIRANGA;SP
0000.35.1679;IGUAPE;SP
0000.35.1681;PERUÍBE;SP
0000.35.1685;CANANÉIA;SP
0000.35.1686;CANANÉIA;SP
0000.35.1687;PERUÍBE;SP
0000.35.1688;BARRA DO TURVO;SP
0000.35.1689;IGUAPE;SP
0000.35.1690;CAJATI;SP
0000.35.1691;BARRA DO TURVO;SP
